,run,rho,number of servers,number of customers,mean waiting time
219,7,0.9,4,60000,1.0876140309886029
220,7,0.9,4,70000,1.0797013552277392
221,7,0.9,4,80000,1.0766557540741233
222,7,0.9,4,90000,1.063747401937334
223,7,0.9,4,100000,1.0656353633622582
224,8,0.9,4,100,0.5553192501413092
225,8,0.9,4,200,1.1110989118448171
226,8,0.9,4,300,1.5061484754795817
227,8,0.9,4,400,1.199041054842522
228,8,0.9,4,500,1.0447721665734289
229,8,0.9,4,600,0.9995567064345171
230,8,0.9,4,700,0.8845100363298529
231,8,0.9,4,800,0.8388062476973578
232,8,0.9,4,900,0.8107004413389034
233,8,0.9,4,1000,0.8553931896107714
234,8,0.9,4,2000,1.1527725761899872
235,8,0.9,4,3000,1.080461739242112
236,8,0.9,4,4000,1.1520296392435383
237,8,0.9,4,5000,1.1755407111332878
238,8,0.9,4,6000,1.2201723159585596
239,8,0.9,4,7000,1.1722502693580386
240,8,0.9,4,8000,1.1473588138227315
241,8,0.9,4,9000,1.1019095946521642
242,8,0.9,4,10000,1.070532189627506
243,8,0.9,4,20000,1.061085748723506
244,8,0.9,4,30000,1.0395376989436549
245,8,0.9,4,40000,1.0058594384884458
246,8,0.9,4,50000,0.9880308395500228
247,8,0.9,4,60000,0.9534363042246643
248,8,0.9,4,70000,0.9496887133812775
249,8,0.9,4,80000,0.9463999287858286
250,8,0.9,4,90000,0.9686322571902405
251,8,0.9,4,100000,0.9778959773994921
252,9,0.9,4,100,0.7369417377990267
253,9,0.9,4,200,0.5301771009778871
254,9,0.9,4,300,0.6094349929549407
255,9,0.9,4,400,0.5114705891827704
256,9,0.9,4,500,0.5693510041118575
257,9,0.9,4,600,0.567954125910081
258,9,0.9,4,700,0.5460287309457927
259,9,0.9,4,800,0.7816942615351892
260,9,0.9,4,900,1.197246380397347
261,9,0.9,4,1000,1.4622626170334065
262,9,0.9,4,2000,1.1970497646419276
263,9,0.9,4,3000,0.9678946880116621
264,9,0.9,4,4000,0.9765584890620338
265,9,0.9,4,5000,0.9386521478323931
266,9,0.9,4,6000,1.022689642639693
267,9,0.9,4,7000,0.9607673954949795
268,9,0.9,4,8000,0.9112255499772784
269,9,0.9,4,9000,0.9034454242294747
270,9,0.9,4,10000,0.902381232895002
