,run,rho,number of servers,number of customers,mean waiting time
182,6,0.7,1,6000,2.177529402826957
183,6,0.7,1,7000,2.2724773805742786
184,6,0.7,1,8000,2.2328975349697937
185,6,0.7,1,9000,2.2347851916132035
186,6,0.7,1,10000,2.193554480222162
187,6,0.7,1,20000,2.4455149079183056
188,6,0.7,1,30000,2.4232159412999397
189,6,0.7,1,40000,2.431539346025023
190,6,0.7,1,50000,2.3849334669132816
191,6,0.7,1,60000,2.443238471584362
192,6,0.7,1,70000,2.415243235467319
193,6,0.7,1,80000,2.3957104497127193
194,6,0.7,1,90000,2.3890411743089213
195,6,0.7,1,100000,2.3470015685281047
196,7,0.7,1,100,2.287676432620296
197,7,0.7,1,200,1.870732734689227
198,7,0.7,1,300,2.0947572139418695
199,7,0.7,1,400,2.4986470296039265
200,7,0.7,1,500,2.538512014916202
201,7,0.7,1,600,2.258728581256756
202,7,0.7,1,700,2.021895426404546
203,7,0.7,1,800,1.8734337243729602
204,7,0.7,1,900,1.8326776287806121
205,7,0.7,1,1000,1.7866680127231125
206,7,0.7,1,2000,2.270308810119953
207,7,0.7,1,3000,2.1964368979022884
208,7,0.7,1,4000,2.1379154450535367
209,7,0.7,1,5000,2.3041235901912756
210,7,0.7,1,6000,2.2104862322205343
211,7,0.7,1,7000,2.1447059468451393
212,7,0.7,1,8000,2.1953788070723603
213,7,0.7,1,9000,2.13835750676146
214,7,0.7,1,10000,2.144208929748904
215,7,0.7,1,20000,2.322559598911638
216,7,0.7,1,30000,2.458541912617301
217,7,0.7,1,40000,2.416696989647136
218,7,0.7,1,50000,2.36453086792274
219,7,0.7,1,60000,2.328184051978167
220,7,0.7,1,70000,2.3517755764477686
221,7,0.7,1,80000,2.3736037331059343
222,7,0.7,1,90000,2.384459489742773
223,7,0.7,1,100000,2.3841991770942537
224,8,0.7,1,100,1.826863707922263
225,8,0.7,1,200,1.6826135408202816
226,8,0.7,1,300,1.670352809711804
227,8,0.7,1,400,1.7466730248836955
228,8,0.7,1,500,1.6812071175999732
229,8,0.7,1,600,1.8946538783297873
230,8,0.7,1,700,1.874144458717792
231,8,0.7,1,800,1.9621749611750265
232,8,0.7,1,900,1.9106250261014273
233,8,0.7,1,1000,1.9615656325219473
234,8,0.7,1,2000,1.8611398923113207
235,8,0.7,1,3000,2.0177757114003403
236,8,0.7,1,4000,1.9976028315382353
237,8,0.7,1,5000,1.9891919409899452
238,8,0.7,1,6000,1.9706517790188154
239,8,0.7,1,7000,2.1130678118351143
240,8,0.7,1,8000,2.0385230534493486
241,8,0.7,1,9000,2.0628851718432406
242,8,0.7,1,10000,2.1485845847359872
243,8,0.7,1,20000,2.173501548461265
244,8,0.7,1,30000,2.1996570238238125
245,8,0.7,1,40000,2.219760980655707
246,8,0.7,1,50000,2.252129503295734
247,8,0.7,1,60000,2.2894050598129745
248,8,0.7,1,70000,2.2603773095511257
249,8,0.7,1,80000,2.306555620016373
250,8,0.7,1,90000,2.3005089683228843
251,8,0.7,1,100000,2.295106912574837
252,9,0.7,1,100,2.2713417477982047
253,9,0.7,1,200,2.4732633771499075
254,9,0.7,1,300,2.811961495014834
255,9,0.7,1,400,2.765535392700359
256,9,0.7,1,500,2.475769340024177
257,9,0.7,1,600,2.4625581281448756
258,9,0.7,1,700,2.4803726195860745
259,9,0.7,1,800,2.50545823905529
260,9,0.7,1,900,2.3458523080028817
261,9,0.7,1,1000,2.175473453983087
262,9,0.7,1,2000,2.3347806723866227
263,9,0.7,1,3000,2.024141464071855
264,9,0.7,1,4000,2.100150239927679
265,9,0.7,1,5000,2.254143593135587
266,9,0.7,1,6000,2.29403760243297
267,9,0.7,1,7000,2.346471693326261
268,9,0.7,1,8000,2.30098608039958
269,9,0.7,1,9000,2.2103166083349546
270,9,0.7,1,10000,2.2066428813927863
271,9,0.7,1,20000,2.1615729761309486
272,9,0.7,1,30000,2.191564485874321
273,9,0.7,1,40000,2.309018299385964
274,9,0.7,1,50000,2.363589402506999
275,9,0.7,1,60000,2.3173226572191017
276,9,0.7,1,70000,2.2915106832065995
277,9,0.7,1,80000,2.3024816574338898
278,9,0.7,1,90000,2.3138690745504586
279,9,0.7,1,100000,2.3185928810168703
280,10,0.7,1,100,1.3519396049015433
281,10,0.7,1,200,1.6160093203164547
282,10,0.7,1,300,1.5534867496989166
283,10,0.7,1,400,1.4278444870122977
284,10,0.7,1,500,1.5289220385306657
285,10,0.7,1,600,1.9472485869706915
286,10,0.7,1,700,1.883300415231891
287,10,0.7,1,800,1.787661774832003
288,10,0.7,1,900,2.12809549910639
289,10,0.7,1,1000,2.096228102075991
290,10,0.7,1,2000,2.0410836115368833
291,10,0.7,1,3000,1.8974339274528655
292,10,0.7,1,4000,2.0312622414132506
293,10,0.7,1,5000,2.197016533843991
294,10,0.7,1,6000,2.233749585546117
295,10,0.7,1,7000,2.171515480542164
296,10,0.7,1,8000,2.1582305354942037
297,10,0.7,1,9000,2.1860925334818013
298,10,0.7,1,10000,2.4056585418810057
299,10,0.7,1,20000,2.2735462577228884
300,10,0.7,1,30000,2.2460582673945524
301,10,0.7,1,40000,2.1943254207961225
302,10,0.7,1,50000,2.255129062928244
303,10,0.7,1,60000,2.2220051185525422
304,10,0.7,1,70000,2.2527495800603896
305,10,0.7,1,80000,2.272936092388242
306,10,0.7,1,90000,2.2983856421158806
307,10,0.7,1,100000,2.3142191748668894
308,11,0.7,1,100,3.7693035001808255
309,11,0.7,1,200,2.691893753097696
310,11,0.7,1,300,2.5157675923833813
311,11,0.7,1,400,2.260528080607449
312,11,0.7,1,500,2.2615712542229414
313,11,0.7,1,600,2.041257242825777
314,11,0.7,1,700,2.130817668578876
315,11,0.7,1,800,1.955224003054734
316,11,0.7,1,900,1.8015967454769068
317,11,0.7,1,1000,1.7890984337671139
318,11,0.7,1,2000,1.6646681069185116
319,11,0.7,1,3000,1.7613211628258996
320,11,0.7,1,4000,1.9605572032630199
321,11,0.7,1,5000,1.965544843766783
322,11,0.7,1,6000,2.04683144222234
323,11,0.7,1,7000,2.0354307063069657
324,11,0.7,1,8000,2.1843869672379053
325,11,0.7,1,9000,2.1529497999991904
326,11,0.7,1,10000,2.1640900624304793
327,11,0.7,1,20000,2.2792295361664707
328,11,0.7,1,30000,2.2171108318252792
329,11,0.7,1,40000,2.266930789337522
330,11,0.7,1,50000,2.3001498087470376
331,11,0.7,1,60000,2.335412617102025
332,11,0.7,1,70000,2.320369742808793
333,11,0.7,1,80000,2.312955466457528
334,11,0.7,1,90000,2.372369632605498
335,11,0.7,1,100000,2.3492292384708042
336,12,0.7,1,100,2.3787878729635366
337,12,0.7,1,200,2.188051013969085
338,12,0.7,1,300,3.059609226629075
339,12,0.7,1,400,3.1967653105342566
340,12,0.7,1,500,2.920367893190571
341,12,0.7,1,600,2.6652384452346065
342,12,0.7,1,700,2.5505409686809024
343,12,0.7,1,800,2.44563454430246
344,12,0.7,1,900,2.5177173457868918
345,12,0.7,1,1000,2.412667263196306
346,12,0.7,1,2000,2.025812332052428
347,12,0.7,1,3000,2.1556511514146224
348,12,0.7,1,4000,2.2995772655241797
349,12,0.7,1,5000,2.1570545480064562
350,12,0.7,1,6000,2.122919057014277
351,12,0.7,1,7000,2.06058369070507
352,12,0.7,1,8000,2.199283318041682
353,12,0.7,1,9000,2.1891608456944045
354,12,0.7,1,10000,2.173430246491334
355,12,0.7,1,20000,2.1420957347336893
356,12,0.7,1,30000,2.2187070909421873
357,12,0.7,1,40000,2.1775270381748575
358,12,0.7,1,50000,2.251308493990684
359,12,0.7,1,60000,2.2779987723844317
360,12,0.7,1,70000,2.3345960971891757
361,12,0.7,1,80000,2.312787440947793
362,12,0.7,1,90000,2.2970915020782696
363,12,0.7,1,100000,2.263418721806275
364,13,0.7,1,100,1.0883949740090952
365,13,0.7,1,200,1.2291538984025023
366,13,0.7,1,300,1.5903188928816263
367,13,0.7,1,400,1.8127296779916142
368,13,0.7,1,500,1.9974507104998378
369,13,0.7,1,600,1.9190636567495063
370,13,0.7,1,700,2.0128882804585606
371,13,0.7,1,800,1.9068387391215393
372,13,0.7,1,900,1.8843868939480037
373,13,0.7,1,1000,1.795193402823561
374,13,0.7,1,2000,1.7320728328127988
375,13,0.7,1,3000,2.0661593173464397
376,13,0.7,1,4000,1.9859655552626463
377,13,0.7,1,5000,2.0334505618992558
378,13,0.7,1,6000,2.035827403426837
379,13,0.7,1,7000,2.0313460382030373
380,13,0.7,1,8000,2.019682394204993
381,13,0.7,1,9000,1.9548155387537933
382,13,0.7,1,10000,1.982757014671508
383,13,0.7,1,20000,2.0993916519296976
384,13,0.7,1,30000,2.1546003434312695
385,13,0.7,1,40000,2.3110512508116243
386,13,0.7,1,50000,2.324057612909931
