,run,rho,number of servers,number of customers,mean waiting time
0,0,0.9,2,100,0.4424934760635115
1,0,0.9,2,200,0.5722651259839198
2,0,0.9,2,300,0.8077816106808325
3,0,0.9,2,400,0.9067826597437909
4,0,0.9,2,500,0.9263625228748655
5,0,0.9,2,600,1.4580227274989745
6,0,0.9,2,700,1.4146995501698716
7,0,0.9,2,800,1.3131702003112786
8,0,0.9,2,900,1.2248258158888419
9,0,0.9,2,1000,1.2220365506998188
10,0,0.9,2,2000,1.5732786055206676
11,0,0.9,2,3000,1.623596946401151
12,0,0.9,2,4000,1.7934741615818812
13,0,0.9,2,5000,1.9482590057636466
14,0,0.9,2,6000,2.0612540033711464
15,0,0.9,2,7000,1.9216707743063661
16,0,0.9,2,8000,1.9543891744606572
17,0,0.9,2,9000,1.9257123998555479
18,0,0.9,2,10000,1.8921704126053256
19,0,0.9,2,20000,2.0597688497912787
20,0,0.9,2,30000,2.18497751335168
21,0,0.9,2,40000,2.1744034302940713
22,0,0.9,2,50000,2.1581573247332413
23,0,0.9,2,60000,2.2317780307042323
24,0,0.9,2,70000,2.430089340524456
25,0,0.9,2,80000,2.4496906799461153
26,0,0.9,2,90000,2.4114395412797665
27,0,0.9,2,100000,2.370910063343169
28,1,0.9,2,100,0.8435642915623934
29,1,0.9,2,200,0.6882397687662679
30,1,0.9,2,300,1.2122165083354104
31,1,0.9,2,400,1.14821814482435
32,1,0.9,2,500,1.3832567224164354
33,1,0.9,2,600,1.4124774784909504
34,1,0.9,2,700,1.6242247875343616
35,1,0.9,2,800,1.9163459523748614
36,1,0.9,2,900,1.843611127672128
37,1,0.9,2,1000,1.7784125304178056
38,1,0.9,2,2000,1.7327521449576615
39,1,0.9,2,3000,1.5171552633506726
40,1,0.9,2,4000,1.646381246231814
41,1,0.9,2,5000,1.7851786121780093
42,1,0.9,2,6000,1.7807056026187993
43,1,0.9,2,7000,1.6545888078326607
44,1,0.9,2,8000,1.7264934052695033
45,1,0.9,2,9000,1.6814229690706157
46,1,0.9,2,10000,1.6652493967843505
47,1,0.9,2,20000,1.689128919596161
48,1,0.9,2,30000,1.825607832327956
49,1,0.9,2,40000,1.9041866836566161
50,1,0.9,2,50000,1.954072870538433
51,1,0.9,2,60000,2.071829357356166
52,1,0.9,2,70000,2.015564976265725
53,1,0.9,2,80000,2.078023531035638
54,1,0.9,2,90000,2.254533130449967
55,1,0.9,2,100000,2.2069701819298784
56,2,0.9,2,100,0.45646467267750346
57,2,0.9,2,200,0.7038058684795522
58,2,0.9,2,300,0.6952476552578252
59,2,0.9,2,400,1.1370656282502802
60,2,0.9,2,500,2.099104841158458
61,2,0.9,2,600,1.87746220404259
62,2,0.9,2,700,1.9057147059742514
63,2,0.9,2,800,1.7539332803210166
64,2,0.9,2,900,1.6032422175854322
65,2,0.9,2,1000,1.6569095140123216
66,2,0.9,2,2000,1.8588597949925074
67,2,0.9,2,3000,1.734286556154707
68,2,0.9,2,4000,1.9100222797576112
69,2,0.9,2,5000,1.857341982492727
70,2,0.9,2,6000,2.1186850323168316
71,2,0.9,2,7000,2.0689335269610614
72,2,0.9,2,8000,2.036208540815044
73,2,0.9,2,9000,2.1509733848675987
74,2,0.9,2,10000,2.1058773683251344
75,2,0.9,2,20000,1.9560556335348058
76,2,0.9,2,30000,1.987933705035187
77,2,0.9,2,40000,2.045751825600948
78,2,0.9,2,50000,2.031698651915349
79,2,0.9,2,60000,2.0756893776939953
80,2,0.9,2,70000,2.0487785931106566
81,2,0.9,2,80000,2.0492251729849813
82,2,0.9,2,90000,2.086832266624318
83,2,0.9,2,100000,2.118859818143154
84,3,0.9,2,100,1.029307958967685
85,3,0.9,2,200,1.927348828392617
86,3,0.9,2,300,5.116510245325243
87,3,0.9,2,400,7.850565532303324
88,3,0.9,2,500,10.102214738259864
89,3,0.9,2,600,10.785403344363031
90,3,0.9,2,700,10.830988861210818
91,3,0.9,2,800,9.761515334324404
92,3,0.9,2,900,8.83151934453366
93,3,0.9,2,1000,8.236958623550937
94,3,0.9,2,2000,5.776642662507928
95,3,0.9,2,3000,4.375590997872412
96,3,0.9,2,4000,4.948328786659485
97,3,0.9,2,5000,4.125880759913866
98,3,0.9,2,6000,3.6649378298984923
99,3,0.9,2,7000,3.4684182855404435
100,3,0.9,2,8000,3.6693207463601283
101,3,0.9,2,9000,3.6547075847715114
102,3,0.9,2,10000,3.468842056738473
103,3,0.9,2,20000,2.7702814341289463
104,3,0.9,2,30000,2.5023943035583
105,3,0.9,2,40000,2.380671095016589
106,3,0.9,2,50000,2.3076202607524032
107,3,0.9,2,60000,2.2550656563948284
108,3,0.9,2,70000,2.237746514362196
109,3,0.9,2,80000,2.229701804948806
110,3,0.9,2,90000,2.2424618236383442
111,3,0.9,2,100000,2.2981736382844713
112,4,0.9,2,100,1.3379055542047849
113,4,0.9,2,200,2.1433853458342313
114,4,0.9,2,300,1.9723846854803613
115,4,0.9,2,400,1.7933655968523428
116,4,0.9,2,500,1.6362916057709405
117,4,0.9,2,600,1.5674749491685986
118,4,0.9,2,700,1.5012692423204894
119,4,0.9,2,800,1.6203886906320542
120,4,0.9,2,900,1.764600390747929
121,4,0.9,2,1000,1.620972545080881
122,4,0.9,2,2000,1.4662149045183819
123,4,0.9,2,3000,1.3878956155199067
124,4,0.9,2,4000,2.1548191380733015
125,4,0.9,2,5000,2.1335821214845034
126,4,0.9,2,6000,1.9997026320577456
127,4,0.9,2,7000,1.9402902522702254
128,4,0.9,2,8000,1.9308876001144848
129,4,0.9,2,9000,1.8744068144780524
130,4,0.9,2,10000,1.814646445959963
131,4,0.9,2,20000,1.846688134435659
132,4,0.9,2,30000,1.868388193623685
133,4,0.9,2,40000,1.9215675506935272
134,4,0.9,2,50000,1.9683311925724445
135,4,0.9,2,60000,1.9933650066539965
136,4,0.9,2,70000,2.0255820285013684
137,4,0.9,2,80000,2.015755756595385
138,4,0.9,2,90000,2.0162980740173864
139,4,0.9,2,100000,2.053241904358194
140,5,0.9,2,100,0.7242963965262627
141,5,0.9,2,200,0.9663988964994252
142,5,0.9,2,300,1.9859750626797208
143,5,0.9,2,400,1.9832702554184423
144,5,0.9,2,500,2.0285392826985307
145,5,0.9,2,600,1.9123747034611058
146,5,0.9,2,700,1.9419651377617695
147,5,0.9,2,800,1.8684979038055696
148,5,0.9,2,900,1.933844963191987
149,5,0.9,2,1000,1.918848710020357
150,5,0.9,2,2000,1.8472129388602585
151,5,0.9,2,3000,1.6900085566625642
152,5,0.9,2,4000,1.518329022752239
153,5,0.9,2,5000,1.7615084776868233
154,5,0.9,2,6000,1.7770398686262707
155,5,0.9,2,7000,2.1152111308090076
156,5,0.9,2,8000,2.1493705185787775
157,5,0.9,2,9000,2.117786498803604
158,5,0.9,2,10000,2.022344044179996
159,5,0.9,2,20000,2.0683138967651584
160,5,0.9,2,30000,1.9215765563030935
161,5,0.9,2,40000,2.0393400370605637
162,5,0.9,2,50000,2.010022077800379
163,5,0.9,2,60000,2.115739024533678
164,5,0.9,2,70000,2.075299009471044
165,5,0.9,2,80000,2.043948988550757
166,5,0.9,2,90000,2.0208161421415496
167,5,0.9,2,100000,2.0015343448458816
168,6,0.9,2,100,0.465533020530301
169,6,0.9,2,200,1.7220031899003843
170,6,0.9,2,300,1.9738718763917824
171,6,0.9,2,400,1.7268504048416031
172,6,0.9,2,500,1.6119512112839693
173,6,0.9,2,600,1.4866168121076084
174,6,0.9,2,700,1.4337167044759502
175,6,0.9,2,800,1.351871982036696
176,6,0.9,2,900,1.3274125617531385
177,6,0.9,2,1000,1.2929680374741457
178,6,0.9,2,2000,1.6663762172930578
179,6,0.9,2,3000,1.656547035738256
180,6,0.9,2,4000,1.6252948037762631
181,6,0.9,2,5000,1.7274441225132433
182,6,0.9,2,6000,1.905482124611291
183,6,0.9,2,7000,1.830786644122447
184,6,0.9,2,8000,1.9686724630280632
185,6,0.9,2,9000,1.9096164266160518
186,6,0.9,2,10000,2.0395178636393716
187,6,0.9,2,20000,2.0940297663439553
188,6,0.9,2,30000,2.146041866902336
189,6,0.9,2,40000,2.1655169380093486
190,6,0.9,2,50000,2.1350621484922363
191,6,0.9,2,60000,2.0978811885780453
192,6,0.9,2,70000,2.041102520585946
193,6,0.9,2,80000,2.0276453026578247
194,6,0.9,2,90000,2.1179158429032077
195,6,0.9,2,100000,2.152524152901012
196,7,0.9,2,100,0.6505123026534789
197,7,0.9,2,200,0.854348464560237
198,7,0.9,2,300,1.354457488307828
199,7,0.9,2,400,1.7271915315962258
200,7,0.9,2,500,1.5826652086041755
201,7,0.9,2,600,1.4547659969509554
202,7,0.9,2,700,1.3879024968376774
203,7,0.9,2,800,1.3328948208415552
204,7,0.9,2,900,1.4696477858027002
205,7,0.9,2,1000,1.493684153448971
206,7,0.9,2,2000,1.7046976526051782
207,7,0.9,2,3000,1.7344218988247122
208,7,0.9,2,4000,1.6810751892592588
209,7,0.9,2,5000,1.6229118650023417
210,7,0.9,2,6000,1.631371373060089
211,7,0.9,2,7000,2.046655140832133
212,7,0.9,2,8000,2.274628248886116
213,7,0.9,2,9000,2.4280166795529223
214,7,0.9,2,10000,2.390450143771606
215,7,0.9,2,20000,2.31434311889969
216,7,0.9,2,30000,2.445015341881326
217,7,0.9,2,40000,2.3059463213203335
218,7,0.9,2,50000,2.2710964407443046
219,7,0.9,2,60000,2.250125998580147
220,7,0.9,2,70000,2.2260241977845965
221,7,0.9,2,80000,2.194062558367474
222,7,0.9,2,90000,2.2161846318961778
223,7,0.9,2,100000,2.17688360987202
224,8,0.9,2,100,0.6206363131685133
225,8,0.9,2,200,0.8411626705949823
226,8,0.9,2,300,1.044566927355655
227,8,0.9,2,400,0.9081468056602293
228,8,0.9,2,500,1.0924774462846105
229,8,0.9,2,600,2.024972178813429
230,8,0.9,2,700,2.2074645656076783
231,8,0.9,2,800,2.263062542507444
232,8,0.9,2,900,2.0728063838025292
233,8,0.9,2,1000,1.9309268612697352
234,8,0.9,2,2000,1.6145104247569266
235,8,0.9,2,3000,1.7150240380145239
236,8,0.9,2,4000,1.6169250416875303
237,8,0.9,2,5000,1.5020832323410758
238,8,0.9,2,6000,1.8057495749278498
239,8,0.9,2,7000,1.736143649510468
240,8,0.9,2,8000,1.7558873657640324
241,8,0.9,2,9000,1.6971392840698758
242,8,0.9,2,10000,1.9226128155777733
243,8,0.9,2,20000,2.0484846811520754
